"","Player","...1","Tm.x","season17_18","Rk","Player.x","Pos","Age","Tm.y","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT.x","FTA","FT","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Pos.y","Age.y","Tm.y","G.y","GS.y","MP.y","FG.y","FGA.y","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT.y","FTA.y","FT%","ORB.y","DRB.y","TRB.y","AST.y","STL.y","BLK.y","TOV.y","PF.y","PTS.y"
"281","Mike Muscala","203","ATL",5e+06,319,"Mike Muscala\muscami01","C",25,"ATL",70,3,17.7,2.4,4.8,0.504,0.7,1.6,0.418,1.8,3.2,0.546,0.573,0.7,0.9,0.766,1.1,2.3,3.4,1.4,0.4,0.6,0.8,1.4,6.2,"C",25,"ATL",70,3,"44759","44653","44777",".504","0.7","44713",".418","44774","44595",".546",".573","0.7","0.9",".766","44562","44622","44654","44652","0.4","0.6","0.8","44652","44598"
"282","Mike Scott","348","WAS",1709538,397,"Mike Scott\scottmi01","PF",28,"ATL",18,0,10.8,0.9,3.3,0.288,0.2,1.5,0.148,0.7,1.8,0.406,0.322,0.4,0.4,0.875,0.6,1.5,2.1,0.9,0.2,0.2,0.4,0.7,2.5,"PF",28,"ATL",18,0,"44783","0.9","44623",".288","0.2","44682",".148","0.7","44774",".406",".322","0.4","0.4",".875","0.6","44682","44563","0.9","0.2","0.2","0.4","0.7","44683"
"283","Miles Plumlee","96","ATL",12500000,359,"Miles Plumlee\plumlmi01","C",28,"TOT",45,12,10.8,1,2,0.478,0,0,NA,1,2,0.478,0.478,0.6,0.9,0.641,0.8,1.3,2.1,0.5,0.4,0.3,0.7,1.6,2.5,"C",28,"TOT",45,12,"44783","1.0","2.0",".478","0.0","0.0",NA,"1.0","2.0",".478",".478","0.6","0.9",".641","0.8","44621","44563","0.5","0.4","0.3","0.7","44713","44683"
"284","Mindaugas Kuzminskas","259","NYK",3025035,250,"Mindaugas Kuzminskas\kuzmimi01","SF",27,"NYK",68,5,14.9,2.3,5.4,0.428,0.8,2.5,0.321,1.5,3,0.517,0.501,0.8,1,0.809,0.7,1.2,1.9,1,0.4,0.2,0.8,1.2,6.3,"SF",27,"NYK",68,5,"44818","44622","44656",".428","0.8","44683",".321","44682","3.0",".517",".501","0.8","1.0",".809","0.7","44593","44805","1.0","0.4","0.2","0.8","44593","44626"
"285","Monta Ellis","309","IND",2245400,123,"Monta Ellis\ellismo01","SG",31,"IND",74,33,27,3.3,7.5,0.443,0.6,1.8,0.319,2.8,5.7,0.483,0.482,1.3,1.7,0.727,0.3,2.5,2.8,3.2,1.1,0.4,1.8,2,8.5,"SG",31,"IND",74,33,"27.0","44623","44688",".443","0.6","44774",".319","44775","44747",".483",".482","44621","44743",".727","0.3","44683","44775","44595","44562","0.4","44774","2.0","44689"
"286","Montrezl Harrell","393","LAC",1471382,176,"Montrezl Harrell\harremo01","C",23,"HOU",58,14,18.3,3.9,5.9,0.652,0,0.1,0.143,3.9,5.8,0.663,0.654,1.3,2.1,0.628,1.4,2.4,3.8,1.1,0.3,0.7,0.8,2.2,9.1,"C",23,"HOU",58,14,"44638","44807","44809",".652","0.0","0.1",".143","44807","44778",".663",".654","44621","44563",".628","44652","44653","44776","44562","0.3","0.7","0.8","44594","44570"
"287","Myles Turner","274","IND",2569920,437,"Myles Turner\turnemy01","C",20,"IND",81,81,31.4,5.5,10.7,0.511,0.5,1.4,0.348,5,9.3,0.536,0.534,3,3.7,0.809,1.7,5.6,7.3,1.3,0.9,2.1,1.3,3.2,14.5,"C",20,"IND",81,81,"31.4","44686","44752",".511","0.5","44652",".348","5.0","44629",".536",".534","3.0","44745",".809","44743","44717","44627","44621","0.9","44563","44621","44595","44695"
"288","Nemanja Bjelica","228","MIN",3949999,47,"Nemanja Bjelica\bjeline01","PF",28,"MIN",65,1,18.3,2.3,5.5,0.424,0.9,2.7,0.316,1.5,2.8,0.531,0.503,0.7,0.9,0.738,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2,"PF",28,"MIN",65,1,"44638","44622","44686",".424","0.9","44744",".316","44682","44775",".531",".503","0.7","0.9",".738","0.9","44806","44776","44593","0.6","0.3","0.9","44653","44598"
"289","Nerlens Noel","220","DAL",4187599,329,"Nerlens Noel\noelne01","C",22,"TOT",51,19,20.5,3.6,6.1,0.595,0,0,0,3.6,6,0.597,0.595,1.5,2.2,0.694,1.8,3.9,5.8,1,1.3,1,1,2.5,8.7,"C",22,"TOT",51,19,"44701","44715","44567",".595","0.0","0.0",".000","44715","6.0",".597",".595","44682","44594",".694","44774","44807","44778","1.0","44621","1.0","1.0","44683","44750"
"290","Nick Collison","293","OKC",2328652,86,"Nick Collison\collini01","PF",36,"OKC",20,0,6.4,0.7,1.2,0.609,0,0.1,0,0.7,1.1,0.636,0.609,0.3,0.4,0.625,0.5,1.1,1.6,0.6,0.1,0.1,0.2,0.9,1.7,"PF",36,"OKC",20,0,"44657","0.7","44593",".609","0.0","0.1",".000","0.7","44562",".636",".609","0.3","0.4",".625","0.5","44562","44713","0.6","0.1","0.1","0.2","0.9","44743"
"291","Nick Young","197","GSW",5192000,480,"Nick Young\youngni01","SG",31,"LAL",60,60,25.9,4.5,10.6,0.43,2.8,7,0.404,1.7,3.5,0.481,0.564,1.3,1.5,0.856,0.4,1.9,2.3,1,0.6,0.2,0.6,2.3,13.2,"SG",31,"LAL",60,60,"44829","44685","44722",".430","44775","7.0",".404","44743","44684",".481",".564","44621","44682",".856","0.4","44805","44622","1.0","0.6","0.2","0.6","44622","44605"
"292","Nicolas Batum","34","CHO",22434783,32,"Nicolas Batum\batumni01","SG",28,"CHO",77,77,34,5.1,12.7,0.403,1.8,5.3,0.333,3.4,7.4,0.453,0.472,3.2,3.7,0.856,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,15.1,"SG",28,"CHO",77,77,"34.0","44566","44754",".403","44774","44625",".333","44654","44658",".453",".472","44595","44745",".856","0.6","44717","44598","44809","44562","0.4","44683","44652","44576"
"293","Nik Stauskas","232","BRK",3807146,413,"Nik Stauskas\stausni01","SG",23,"PHI",80,27,27.4,3.1,7.9,0.396,1.7,4.5,0.368,1.5,3.4,0.433,0.5,1.5,1.9,0.813,0.3,2.6,2.8,2.4,0.6,0.4,1.6,1.8,9.5,"SG",23,"PHI",80,27,"44678","44564","44811",".396","44743","44685",".368","44682","44654",".433",".500","44682","44805",".813","0.3","44714","44775","44653","0.6","0.4","44713","44774","44690"
"294","Noah Vonleh","236","CHI",3505233,447,"Noah Vonleh\vonleno01","PF",21,"POR",74,41,17.1,1.8,3.6,0.481,0.1,0.3,0.35,1.7,3.4,0.492,0.494,0.8,1.3,0.638,1.8,3.5,5.2,0.4,0.4,0.4,0.9,2.1,4.4,"PF",21,"POR",74,41,"44578","44774","44715",".481","0.1","0.3",".350","44743","44654",".492",".494","0.8","44621",".638","44774","44684","44597","0.4","0.4","0.4","0.9","44563","44655"
"295","Norman Powell","379","TOR",1471382,365,"Norman Powell\powelno01","SG",23,"TOR",76,18,18,3,6.7,0.449,0.7,2.3,0.324,2.3,4.4,0.514,0.504,1.7,2.1,0.792,0.3,1.9,2.2,1.1,0.7,0.2,0.9,1.7,8.4,"SG",23,"TOR",76,18,"18.0","3.0","44748",".449","0.7","44622",".324","44622","44655",".514",".504","44743","44563",".792","0.3","44805","44594","44562","0.7","0.2","0.9","44743","44659"
"296","Okaro White","435","ATL",1312611,459,"Okaro White\whiteok01","PF",24,"MIA",35,0,13.5,0.9,2.5,0.379,0.3,1,0.353,0.6,1.5,0.396,0.448,0.6,0.6,0.909,0.7,1.6,2.3,0.6,0.3,0.3,0.5,1.5,2.8,"PF",24,"MIA",35,0,"44694","0.9","44683",".379","0.3","1.0",".353","0.6","44682",".396",".448","0.6","0.6",".909","0.7","44713","44622","0.6","0.3","0.3","0.5","44682","44775"
"297","Omri Casspi","325","GSW",2106470,75,"Omri Casspi\casspom01","PF",28,"TOT",36,2,17.9,2.1,4.6,0.47,0.4,1.2,0.349,1.7,3.4,0.512,0.515,0.5,0.8,0.586,0.8,2.4,3.1,1,0.6,0.1,0.8,1.4,5.2,"PF",28,"TOT",36,2,"44821","44563","44716",".470","0.4","44593",".349","44743","44654",".512",".515","0.5","0.8",".586","0.8","44653","44564","1.0","0.6","0.1","0.8","44652","44597"
"298","P.J. Tucker","148","HOU",7590035,435,"P.J. Tucker\tuckepj01","SF",31,"TOT",81,21,27.6,2.5,6,0.413,0.9,2.4,0.357,1.6,3.5,0.451,0.485,0.9,1.1,0.774,1.4,4.4,5.8,1.2,1.4,0.2,0.8,2.4,6.7,"SF",31,"TOT",81,21,"44739","44683","6.0",".413","0.9","44653",".357","44713","44684",".451",".485","0.9","44562",".774","44652","44655","44778","44593","44652","0.2","0.8","44653","44748"
"299","Pascal Siakam","408","TOR",1312611,403,"Pascal Siakam\siakapa01","PF",22,"TOR",55,38,15.6,1.9,3.7,0.502,0,0.1,0.143,1.9,3.6,0.515,0.505,0.4,0.6,0.688,1.2,2.2,3.4,0.3,0.5,0.8,0.6,2,4.2,"PF",22,"TOR",55,38,"44727","44805","44745",".502","0.0","0.1",".143","44805","44715",".515",".505","0.4","0.6",".688","44593","44594","44654","0.3","0.5","0.8","0.6","2.0","44596"
"300","Pat Connaughton","388","POR",1471382,88,"Pat Connaughton\connapa01","SG",24,"POR",39,1,8.1,0.9,1.8,0.514,0.4,0.8,0.515,0.5,1,0.513,0.632,0.2,0.2,0.778,0.3,1.1,1.3,0.7,0.2,0.1,0.4,0.6,2.5,"SG",24,"POR",39,1,"44569","0.9","44774",".514","0.4","0.8",".515","0.5","1.0",".513",".632","0.2","0.2",".778","0.3","44562","44621","0.7","0.2","0.1","0.4","0.6","44683"
"301","Patrick Beverley","189","LAC",5513514,45,"Patrick Beverley\beverpa01","SG",28,"HOU",67,67,30.7,3.4,8.1,0.42,1.6,4.3,0.382,1.8,3.8,0.463,0.521,1.1,1.4,0.768,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,9.5,"SG",28,"HOU",67,67,"44772","44654","44569",".420","44713","44624",".382","44774","44776",".463",".521","44562","44652",".768","44652","44655","44809","44596","44682","0.4","44682","44623","44690"
"302","Patrick McCaw","427","GSW",1312611,287,"Patrick McCaw\mccawpa01","SG",21,"GSW",71,20,15.1,1.5,3.5,0.433,0.6,1.7,0.333,0.9,1.7,0.533,0.516,0.4,0.5,0.784,0.3,1.1,1.4,1.1,0.5,0.2,0.5,0.9,4,"SG",21,"GSW",71,20,"44576","44682","44684",".433","0.6","44743",".333","0.9","44743",".533",".516","0.4","0.5",".784","0.3","44562","44652","44562","0.5","0.2","0.5","0.9","4.0"
"303","Patrick Patterson","196","OKC",5192000,350,"Patrick Patterson\pattepa01","PF",27,"TOR",65,8,24.6,2.4,5.9,0.401,1.4,3.9,0.372,0.9,2,0.458,0.523,0.7,0.9,0.717,1,3.6,4.5,1.2,0.6,0.4,0.6,1.8,6.8,"PF",27,"TOR",65,8,"44736","44653","44809",".401","44652","44807",".372","0.9","2.0",".458",".523","0.7","0.9",".717","1.0","44715","44685","44593","0.6","0.4","0.6","44774","44779"
"304","Patty Mills","114","SAS",10714286,304,"Patty Mills\millspa02","PG",28,"SAS",80,8,21.9,3.4,7.8,0.44,1.8,4.4,0.414,1.6,3.3,0.474,0.558,0.8,1,0.825,0.3,1.5,1.8,3.5,0.8,0,1.3,1.4,9.5,"PG",28,"SAS",80,8,"44825","44654","44780",".440","44774","44655",".414","44713","44623",".474",".558","0.8","1.0",".825","0.3","44682","44774","44684","0.8","0.0","44621","44652","44690"
"305","Pau Gasol","68","SAS",1.6e+07,147,"Pau Gasol\gasolpa01","C",36,"SAS",64,39,25.4,4.7,9.4,0.502,0.9,1.6,0.538,3.9,7.8,0.494,0.548,2,2.9,0.707,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7,12.4,"C",36,"SAS",64,39,"44676","44746","44660",".502","0.9","44713",".538","44807","44780",".494",".548","2.0","44806",".707","44743","44598","44780","44622","0.4","44562","44621","44743","44663"
"306","Paul George","43","OKC",19508958,151,"Paul George\georgpa01","SF",26,"IND",75,75,35.9,8.3,18,0.461,2.6,6.6,0.393,5.7,11.4,0.501,0.534,4.5,5,0.898,0.8,5.8,6.6,3.3,1.6,0.4,2.9,2.7,23.7,"SF",26,"IND",75,75,"35.9","44628","18.0",".461","44714","44718",".393","44747","44662",".501",".534","44685","5.0",".898","0.8","44778","44718","44623","44713","0.4","44806","44744","44765"
"307","Paul Millsap","3","DEN",31269231,306,"Paul Millsap\millspa01","PF",31,"ATL",69,67,34,6.2,14.1,0.442,1.1,3.5,0.311,5.1,10.6,0.486,0.481,4.5,5.9,0.768,1.6,6.1,7.7,3.7,1.3,0.9,2.3,2.7,18.1,"PF",31,"ATL",69,67,"34.0","44598","44575",".442","44562","44684",".311","44566","44722",".486",".481","44685","44809",".768","44713","44567","44749","44745","44621","0.9","44622","44744","44579"
"308","Paul Zipser","432","CHI",1312611,485,"Paul Zipser\zipsepa01","SF",22,"CHI",44,18,19.2,2,5,0.398,0.8,2.3,0.333,1.3,2.8,0.451,0.473,0.7,0.9,0.775,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,5.5,"SF",22,"CHI",44,18,"44611","2.0","5.0",".398","0.8","44622",".333","44621","44775",".451",".473","0.7","0.9",".775","0.3","44683","44775","0.8","0.3","0.4","0.9","44774","44686"
"309","Quincy Acy","350","BRK",1709538,2,"Quincy Acy\acyqu01","PF",26,"TOT",38,1,14.7,1.8,4.5,0.412,1,2.4,0.411,0.9,2.1,0.413,0.521,1.2,1.6,0.75,0.5,2.5,3,0.5,0.4,0.4,0.6,1.8,5.8,"PF",26,"TOT",38,1,"44756","44774","44685",".412","1.0","44653",".411","0.9","44563",".413",".521","44593","44713",".750","0.5","44683","3.0","0.5","0.4","0.4","0.6","44774","44778"
"310","Quinn Cook","516","ATL",1e+05,89,"Quinn Cook\cookqu01","PG",23,"TOT",14,0,13.4,2.4,4.7,0.5,0.8,1.9,0.423,1.6,2.9,0.55,0.583,0.1,0.4,0.4,0.1,0.4,0.5,1.9,0.3,0,0.9,0.9,5.6,"PG",23,"TOT",14,0,"44664","44653","44746",".500","0.8","44805",".423","44713","44806",".550",".583","0.1","0.4",".400","0.1","0.4","0.5","44805","0.3","0.0","0.9","0.9","44717"
"311","Quinn Cook","569","NOP",25000,89,"Quinn Cook\cookqu01","PG",23,"TOT",14,0,13.4,2.4,4.7,0.5,0.8,1.9,0.423,1.6,2.9,0.55,0.583,0.1,0.4,0.4,0.1,0.4,0.5,1.9,0.3,0,0.9,0.9,5.6,"PG",23,"TOT",14,0,"44664","44653","44746",".500","0.8","44805",".423","44713","44806",".550",".583","0.1","0.4",".400","0.1","0.4","0.5","44805","0.3","0.0","0.9","0.9","44717"
"312","Rajon Rondo","244","NOP",3300000,383,"Rajon Rondo\rondora01","PG",30,"CHI",69,42,26.7,3.3,8.1,0.408,0.7,1.9,0.376,2.6,6.2,0.418,0.453,0.4,0.7,0.6,1.1,4.1,5.1,6.7,1.4,0.2,2.4,2.1,7.8,"PG",30,"CHI",69,42,"44768","44623","44569",".408","0.7","44805",".376","44714","44598",".418",".453","0.4","0.7",".600","44562","44565","44566","44748","44652","0.2","44653","44563","44780"
"313","Rajon Rondo","261","CHI",3e+06,383,"Rajon Rondo\rondora01","PG",30,"CHI",69,42,26.7,3.3,8.1,0.408,0.7,1.9,0.376,2.6,6.2,0.418,0.453,0.4,0.7,0.6,1.1,4.1,5.1,6.7,1.4,0.2,2.4,2.1,7.8,"PG",30,"CHI",69,42,"44768","44623","44569",".408","0.7","44805",".376","44714","44598",".418",".453","0.4","0.7",".600","44562","44565","44566","44748","44652","0.2","44653","44563","44780"
"314","Rakeem Christmas","503","IND",172552,80,"Rakeem Christmas\chrisra01","PF",25,"IND",29,0,7.6,0.7,1.5,0.442,0,0,NA,0.7,1.5,0.442,0.442,0.7,1,0.724,0.9,1,1.9,0.1,0.1,0.2,0.3,1.3,2,"PF",25,"IND",29,0,"44719","0.7","44682",".442","0.0","0.0",NA,"0.7","44682",".442",".442","0.7","1.0",".724","0.9","1.0","44805","0.1","0.1","0.2","0.3","44621","2.0"
"315","Ramon Sessions","498","WAS",263124,401,"Ramon Sessions\sessira01","PG",30,"CHO",50,1,16.2,2,5.3,0.38,0.4,1.2,0.339,1.6,4,0.393,0.42,1.8,2.4,0.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2,"PG",30,"CHO",50,1,"44608","2.0","44625",".380","0.4","44593",".339","44713","4.0",".393",".420","44774","44653",".771","0.2","44593","44682","44714","0.5","0.1","0.9","0.9","44598"
"316","Ramon Sessions","294","NYK",2328652,401,"Ramon Sessions\sessira01","PG",30,"CHO",50,1,16.2,2,5.3,0.38,0.4,1.2,0.339,1.6,4,0.393,0.42,1.8,2.4,0.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2,"PG",30,"CHO",50,1,"44608","2.0","44625",".380","0.4","44593",".339","44713","4.0",".393",".420","44774","44653",".771","0.2","44593","44682","44714","0.5","0.1","0.9","0.9","44598"
"317","Rashad Vaughn","337","NOP",1889040,446,"Rashad Vaughn\vaughra01","SG",20,"MIL",41,2,11.2,1.4,3.8,0.365,0.6,2,0.321,0.8,1.8,0.413,0.449,0,0.1,0.4,0.1,1.1,1.2,0.6,0.5,0.2,0.3,0.8,3.5,"SG",20,"MIL",41,2,"44603","44652","44776",".365","0.6","2.0",".321","0.8","44774",".413",".449","0.0","0.1",".400","0.1","44562","44593","0.6","0.5","0.2","0.3","0.8","44684"
"318","Rashad Vaughn","506","ORL",166258,446,"Rashad Vaughn\vaughra01","SG",20,"MIL",41,2,11.2,1.4,3.8,0.365,0.6,2,0.321,0.8,1.8,0.413,0.449,0,0.1,0.4,0.1,1.1,1.2,0.6,0.5,0.2,0.3,0.8,3.5,"SG",20,"MIL",41,2,"44603","44652","44776",".365","0.6","2.0",".321","0.8","44774",".413",".449","0.0","0.1",".400","0.1","44562","44593","0.6","0.5","0.2","0.3","0.8","44684"
"319","Raul Neto","387","UTA",1471382,325,"Raul Neto\netora01","PG",24,"UTA",40,0,8.7,1,2.3,0.451,0.3,0.8,0.323,0.8,1.5,0.517,0.505,0.2,0.2,0.889,0.1,0.7,0.8,0.9,0.5,0.1,0.4,1.2,2.5,"PG",24,"UTA",40,0,"44750","1.0","44622",".451","0.3","0.8",".323","0.8","44682",".517",".505","0.2","0.2",".889","0.1","0.7","0.8","0.9","0.5","0.1","0.4","44593","44683"
"320","Raymond Felton","292","OKC",2328652,134,"Raymond Felton\feltora01","PG",32,"LAC",80,11,21.3,2.8,6.4,0.43,0.6,1.8,0.319,2.2,4.6,0.473,0.475,0.6,0.8,0.781,0.4,2.3,2.7,2.4,0.8,0.3,1,1.6,6.7,"PG",32,"LAC",80,11,"44641","44775","44657",".430","0.6","44774",".319","44594","44716",".473",".475","0.6","0.8",".781","0.4","44622","44744","44653","0.8","0.3","1.0","44713","44748"
"321","Reggie Bullock","278","DET",2500000,63,"Reggie Bullock\bullore01","SF",25,"DET",31,5,15.1,1.7,4.1,0.422,0.9,2.4,0.384,0.8,1.8,0.473,0.531,0.2,0.2,0.714,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,4.5,"SF",25,"DET",31,5,"44576","44743","44565",".422","0.9","44653",".384","0.8","44774",".473",".531","0.2","0.2",".714","0.4","44713","44563","0.9","0.6","0.1","0.3","0.7","44685"
"322","Reggie Jackson","67","DET",1.6e+07,220,"Reggie Jackson\jacksre01","PG",26,"DET",52,50,27.4,5.5,13,0.419,1.3,3.5,0.359,4.2,9.5,0.442,0.468,2.3,2.6,0.868,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5,14.5,"PG",26,"DET",52,50,"44678","44686","13.0",".419","44621","44684",".359","44596","44690",".442",".468","44622","44714",".868","0.4","44774","44594","44597","0.7","0.1","44594","44683","44695"
"323","Richard Jefferson","300","DEN",2328652,223,"Richard Jefferson\jefferi01","SF",36,"CLE",79,13,20.4,1.9,4.3,0.446,0.8,2.4,0.333,1.2,2,0.58,0.536,1,1.4,0.741,0.4,2.2,2.6,1,0.3,0.1,0.7,1.9,5.7,"SF",36,"CLE",79,13,"44671","44805","44624",".446","0.8","44653",".333","44593","2.0",".580",".536","1.0","44652",".741","0.4","44594","44714","1.0","0.3","0.1","0.7","44805","44747"
"324","Richard Jefferson","279","ATL",2500000,223,"Richard Jefferson\jefferi01","SF",36,"CLE",79,13,20.4,1.9,4.3,0.446,0.8,2.4,0.333,1.2,2,0.58,0.536,1,1.4,0.741,0.4,2.2,2.6,1,0.3,0.1,0.7,1.9,5.7,"SF",36,"CLE",79,13,"44671","44805","44624",".446","0.8","44653",".333","44593","2.0",".580",".536","1.0","44652",".741","0.4","44594","44714","1.0","0.3","0.1","0.7","44805","44747"
"325","Richaun Holmes","389","PHI",1471382,202,"Richaun Holmes\holmeri01","C",23,"PHI",57,17,20.9,4,7.2,0.558,0.5,1.4,0.351,3.6,5.9,0.606,0.591,1.3,1.8,0.699,1.6,3.8,5.5,1,0.7,1,1,2.4,9.8,"C",23,"PHI",57,17,"44824","4.0","44599",".558","0.5","44652",".351","44715","44809",".606",".591","44621","44774",".699","44713","44776","44686","1.0","0.7","1.0","1.0","44653","44782"
"326","Ricky Rubio","79","UTA",14275000,387,"Ricky Rubio\rubiori01","PG",26,"MIN",75,75,32.9,3.5,8.7,0.402,0.8,2.6,0.306,2.7,6.1,0.443,0.448,3.4,3.8,0.891,0.9,3.2,4.1,9.1,1.7,0.1,2.6,2.7,11.1,"PG",26,"MIN",75,75,"32.9","44684","44750",".402","0.8","44714",".306","44744","44567",".443",".448","44654","44776",".891","0.9","44595","44565","44570","44743","0.1","44714","44744","44572"
"327","Robert Covington","62","PHI",16698103,91,"Robert Covington\covinro01","SF",26,"PHI",67,67,31.6,4.4,10.9,0.399,2,6.1,0.333,2.3,4.8,0.484,0.492,2.1,2.6,0.822,1.4,5.1,6.5,1.5,1.9,1,2,3,12.9,"SF",26,"PHI",67,67,"31.6","44655","44814",".399","2.0","44567",".333","44622","44777",".484",".492","44563","44714",".822","44652","44566","44687","44682","44805","1.0","2.0","3.0","44816"
"328","Robin Lopez","86","CHI",13788500,272,"Robin Lopez\lopezro01","C",28,"CHI",81,81,28,4.7,9.6,0.493,0,0,0,4.7,9.5,0.494,0.493,0.9,1.3,0.721,3,3.4,6.4,1,0.2,1.4,1.1,1.9,10.4,"C",28,"CHI",81,81,"28.0","44746","44721",".493","0.0","0.0",".000","44746","44690",".494",".493","0.9","44621",".721","3.0","44654","44657","1.0","0.2","44652","44562","44805","44661"
"329","Rodney Hood","287","CLE",2386864,203,"Rodney Hood\hoodro01","SG",24,"UTA",59,55,27,4.6,11.3,0.408,1.9,5.2,0.371,2.7,6.1,0.44,0.494,1.5,1.9,0.783,0.3,3.2,3.4,1.6,0.6,0.2,1.1,2.2,12.7,"SG",24,"UTA",59,55,"27.0","44716","44631",".408","44805","44597",".371","44744","44567",".440",".494","44682","44805",".783","0.3","44595","44654","44713","0.6","0.2","44562","44594","44754"
"330","Rodney McGruder","424","MIA",1312611,294,"Rodney McGruder\mcgruro01","SG",25,"MIA",78,65,25.2,2.4,5.9,0.413,0.9,2.8,0.332,1.5,3.1,0.488,0.492,0.6,0.9,0.62,1.2,2.1,3.3,1.6,0.6,0.2,0.7,1.8,6.4,"SG",25,"MIA",78,65,"44617","44653","44809",".413","0.9","44775",".332","44682","44564",".488",".492","0.6","0.9",".620","44593","44563","44623","44713","0.6","0.2","0.7","44774","44657"
"331","Ron Baker","216","NYK",4328000,24,"Ron Baker\bakerro01","SG",23,"NYK",52,13,16.5,1.6,4.2,0.378,0.4,1.7,0.267,1.1,2.5,0.45,0.431,0.5,0.8,0.651,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1,"SG",23,"NYK",52,13,"44697","44713","44596",".378","0.4","44743",".267","44562","44683",".450",".431","0.5","0.8",".651","0.2","44743","44805","44563","0.7","0.2","44562","44652","44565"
"332","Rondae Hollis-Jefferson","381","BRK",1471382,201,"Rondae Hollis-Jefferson\holliro01","SF",22,"BRK",78,50,22.6,3,6.9,0.434,0.2,0.9,0.224,2.8,6.1,0.463,0.447,2.4,3.2,0.751,1.2,4.6,5.8,2,1.1,0.6,1.5,2.3,8.7,"SF",22,"BRK",78,50,"44734","3.0","44810",".434","0.2","0.9",".224","44775","44567",".463",".447","44653","44595",".751","44593","44716","44778","2.0","44562","0.6","44682","44622","44750"
"333","Ronnie Price","283","OKC",2442455,367,"Ronnie Price\pricero01","PG",33,"PHO",14,0,9.6,0.3,1.7,0.167,0.2,1.2,0.176,0.1,0.5,0.143,0.229,0.2,0.3,0.75,0.2,0.6,0.8,1.3,0.8,0.1,0.2,1,1,"PG",33,"PHO",14,0,"44721","0.3","44743",".167","0.2","44593",".176","0.1","0.5",".143",".229","0.2","0.3",".750","0.2","0.6","0.8","44621","0.8","0.1","0.2","1.0","1.0"
"334","Rudy Gay","139","SAS",8406000,148,"Rudy Gay\gayru01","SF",30,"SAC",30,30,33.8,6.7,14.7,0.455,1.4,3.8,0.372,5.3,11,0.483,0.502,3.9,4.6,0.855,1.2,5.2,6.3,2.8,1.5,0.9,2.5,2.6,18.7,"SF",30,"SAC",30,30,"33.8","44748","44756",".455","44652","44776",".372","44625","11.0",".483",".502","44807","44716",".855","44593","44597","44626","44775","44682","0.9","44683","44714","44760"
"335","Rudy Gobert","35","UTA",21974719,156,"Rudy Gobert\goberru01","C",24,"UTA",81,81,33.9,5.1,7.7,0.661,0,0,0,5.1,7.7,0.662,0.661,3.8,5.9,0.653,3.9,8.9,12.8,1.2,0.6,2.6,1.8,3,14,"C",24,"UTA",81,81,"33.9","44566","44749",".661","0.0","0.0",".000","44566","44749",".662",".661","44776","44809",".653","44807","44812","44785","44593","0.6","44714","44774","3.0","14.0"
"336","Russell Westbrook","7","OKC",28530608,458,"Russell Westbrook\westbru01","PG",28,"OKC",81,81,34.6,10.2,24,0.425,2.5,7.2,0.343,7.7,16.8,0.459,0.476,8.8,10.4,0.845,1.7,9,10.7,10.4,1.6,0.4,5.4,2.3,31.6,"PG",28,"OKC",81,81,"34.6","44602","24.0",".425","44683","44599",".343","44749","44789",".459",".476","44781","44661",".845","44743","9.0","44752","44661","44713","0.4","44656","44622","31.6"
"337","Ryan Anderson","42","HOU",19578455,15,"Ryan Anderson\anderry01","PF",28,"HOU",72,72,29.4,4.5,10.7,0.418,2.8,7,0.403,1.7,3.7,0.446,0.55,1.8,2.1,0.86,1.6,3,4.6,0.9,0.4,0.2,0.8,2,13.6,"PF",28,"HOU",72,72,"44680","44685","44752",".418","44775","7.0",".403","44743","44745",".446",".550","44774","44563",".860","44713","3.0","44716","0.9","0.4","0.2","0.8","2.0","44725"
"338","Salah Mejri","397","DAL",1471382,299,"Salah Mejri\mejrisa01","C",30,"DAL",73,11,12.4,1.2,1.9,0.642,0,0,0.333,1.2,1.8,0.649,0.646,0.5,0.8,0.59,1.3,2.9,4.2,0.2,0.4,0.8,0.5,2.1,2.9,"C",30,"DAL",73,11,"44663","44593","44805",".642","0.0","0.0",".333","44593","44774",".649",".646","0.5","0.8",".590","44621","44806","44596","0.2","0.4","0.8","0.5","44563","44806"
